candidate_id,target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available,role_fit_score,portfolio_score,job_ready,shortlisted,hired,successful_candidate,data_origin,split
CAND004605,Full Stack Developer,BTech,50,1.8,73,97,3,4,63,84,43,84,72,3,100,23,62,58,80,57,1,1,78,65,1,0,0,0,original,train
CAND004606,Full Stack Developer,BTech,86,3.1,69,99,0,3,78,93,53,51,56,0,77,58,58,84,100,65,1,0,89,70,1,1,0,0,original,test
CAND004607,Full Stack Developer,PhD,60,1.2,45,100,1,6,86,68,60,70,64,3,100,68,64,77,50,73,1,1,69,79,1,0,0,0,original,test
CAND004608,Full Stack Developer,MBA,72,0.0,58,86,4,4,46,51,51,59,22,1,87,70,61,57,75,48,1,1,70,70,0,0,0,0,original,train
CAND004609,Full Stack Developer,BTech,63,3.3,91,64,2,3,52,60,84,63,10,0,74,9,43,55,70,83,1,0,72,48,0,0,0,0,original,train
CAND004610,Full Stack Developer,MCA,38,3.8,50,38,8,3,100,66,15,72,0,0,78,56,84,68,74,60,0,0,50,73,0,0,0,0,original,train
CAND004611,Full Stack Developer,BE,59,1.5,44,91,1,3,79,94,62,8,70,1,44,44,85,91,85,94,1,1,75,66,1,0,0,0,original,train
CAND004612,Full Stack Developer,BTech,63,2.7,57,45,2,5,46,66,79,70,35,5,100,51,51,84,81,31,1,1,62,74,0,0,0,0,original,train
CAND004613,Full Stack Developer,BE,74,2.7,58,100,2,5,77,76,68,82,39,3,100,75,52,54,71,53,1,1,78,72,1,0,0,0,original,train
CAND004614,Full Stack Developer,BSc,92,3.2,71,90,3,6,67,81,84,91,71,6,69,51,59,96,100,36,1,1,85,70,1,1,0,0,original,train
CAND004615,Full Stack Developer,MBA,83,0.6,65,100,0,2,58,76,70,36,47,0,73,52,68,44,84,35,1,0,84,60,1,0,0,0,original,train
CAND004616,Full Stack Developer,BTech,55,3.5,93,93,2,3,71,55,47,40,0,3,82,39,45,48,75,63,0,1,78,56,0,0,0,0,original,train
CAND004617,Full Stack Developer,BTech,48,1.4,58,97,0,2,48,74,24,52,0,2,89,41,79,45,79,45,0,1,74,66,0,0,0,0,original,train
CAND004618,Full Stack Developer,MTech,75,0.8,45,91,3,0,43,100,31,59,0,0,39,84,81,39,65,42,0,0,76,58,0,0,0,0,original,train
CAND004619,Full Stack Developer,BSc,61,3.9,47,93,1,5,62,68,69,58,95,5,79,45,55,61,96,66,1,1,74,62,0,0,0,0,original,train
CAND004620,Full Stack Developer,BCA,78,0.6,49,87,3,4,39,81,41,72,97,0,67,67,78,90,100,50,1,0,77,76,1,0,0,0,original,validation
CAND004621,Full Stack Developer,BE,81,0.9,46,62,4,4,60,71,30,78,0,4,48,55,47,58,72,54,0,1,66,52,0,0,0,0,original,train
CAND004622,Full Stack Developer,MSc,87,1.4,40,100,0,6,67,78,71,81,0,4,61,67,49,42,45,59,0,1,75,54,0,0,0,0,original,train
CAND004623,Full Stack Developer,BTech,65,0.6,74,28,6,2,56,92,50,78,0,0,41,50,71,52,47,52,0,0,60,53,0,0,0,0,original,train
CAND004624,Full Stack Developer,BE,74,1.1,85,85,2,4,84,83,26,38,41,0,88,77,68,77,87,95,1,0,83,78,1,1,0,0,original,train
CAND004625,Full Stack Developer,BSc,43,2.1,81,99,1,2,27,97,53,65,73,1,55,33,65,56,72,51,1,1,81,53,0,0,0,0,original,test
CAND004626,Full Stack Developer,PhD,74,0.8,73,88,0,2,51,79,64,40,0,2,80,54,57,33,55,49,0,1,78,57,0,0,0,0,original,train
CAND004627,Full Stack Developer,MTech,48,5.8,72,66,2,5,64,68,63,28,86,2,100,77,91,78,100,57,1,1,70,88,1,0,0,0,original,train
CAND004628,Full Stack Developer,BTech,75,2.0,59,100,2,0,37,93,42,57,0,0,61,10,45,43,61,51,0,1,80,42,0,0,0,0,original,train
CAND004629,Full Stack Developer,BTech,53,5.0,68,100,0,6,78,94,55,41,58,6,87,54,31,60,51,34,1,1,78,60,0,0,0,0,original,train
CAND004630,Full Stack Developer,MCA,67,1.1,79,70,4,0,50,72,55,75,0,0,44,59,45,78,34,61,0,0,68,56,0,0,0,0,original,train
CAND004631,Full Stack Developer,MCA,55,12.2,100,100,0,5,89,74,83,41,87,2,78,61,38,93,100,96,1,1,88,68,1,1,1,1,original,validation
CAND004632,Full Stack Developer,BCA,64,0.1,38,72,3,4,79,79,49,93,0,3,82,74,62,62,85,69,0,1,66,70,0,0,0,0,original,train
CAND004633,Full Stack Developer,BBA,83,2.1,92,95,5,3,62,89,60,64,56,0,80,70,61,87,74,73,1,0,87,75,1,1,1,1,original,test
CAND004634,Full Stack Developer,MBA,83,5.1,63,94,3,3,56,97,74,58,10,0,88,58,81,31,49,82,1,0,79,66,1,0,0,0,original,train
CAND004635,Full Stack Developer,BTech,58,4.8,100,77,2,5,58,95,47,47,100,1,78,48,60,96,100,45,1,1,85,72,1,1,0,0,original,train
CAND004636,Full Stack Developer,BTech,54,0.8,61,83,1,0,54,90,48,40,0,0,76,51,41,46,45,43,0,0,70,55,0,0,0,0,original,test
CAND004637,Full Stack Developer,BTech,59,5.1,70,100,2,3,44,76,62,47,45,3,86,63,44,100,96,59,1,1,81,74,1,0,0,0,original,train
CAND004638,Full Stack Developer,BE,70,1.1,62,56,4,1,63,79,59,43,0,0,56,56,29,32,25,55,0,0,61,43,0,0,0,0,original,test
CAND004639,Full Stack Developer,BSc,78,0.2,60,46,5,2,58,71,26,82,0,2,84,47,50,54,43,66,0,1,60,61,0,0,0,0,original,train
CAND004640,Full Stack Developer,BTech,66,0.1,74,35,2,7,88,56,82,91,67,0,96,54,53,88,96,52,1,0,64,75,0,0,0,0,original,train
CAND004641,Full Stack Developer,BBA,93,7.4,100,100,0,8,81,100,91,48,89,6,100,60,79,67,100,100,1,1,99,78,1,1,1,1,original,train
CAND004642,Full Stack Developer,Diploma,78,3.9,43,56,5,5,68,88,68,55,0,4,81,64,65,32,65,21,0,1,64,61,0,0,0,0,original,train
CAND004643,Full Stack Developer,BSc,88,1.5,72,77,1,5,78,73,82,51,100,4,87,63,77,40,100,51,1,1,81,68,1,0,0,0,original,test
CAND004644,Full Stack Developer,BE,87,0.3,76,85,3,3,50,57,45,50,0,0,38,63,95,49,42,36,0,0,74,60,0,0,0,0,original,test
CAND004645,Full Stack Developer,MSc,59,6.6,100,89,0,6,77,100,53,70,100,1,100,97,44,60,82,65,1,1,88,75,1,1,1,1,original,validation
CAND004646,Full Stack Developer,BTech,77,3.4,68,94,0,2,63,84,65,32,67,0,62,58,58,70,87,95,1,0,83,62,1,1,1,1,original,test
CAND004647,Full Stack Developer,BCA,38,3.4,67,77,6,3,68,74,66,47,0,0,67,72,66,70,69,81,0,0,65,68,0,0,0,0,original,train
CAND004648,Full Stack Developer,BE,27,4.3,66,28,5,3,87,68,59,55,100,0,66,54,44,100,79,69,1,0,52,67,0,0,0,0,original,train
CAND004649,Full Stack Developer,MCA,73,0.3,42,74,1,5,48,58,32,74,50,5,93,65,64,81,86,54,1,1,67,77,0,0,0,0,original,train
CAND004650,Full Stack Developer,BE,65,2.5,84,100,0,3,40,87,55,74,0,0,50,17,53,73,74,61,0,0,85,50,1,1,0,0,original,train
CAND004651,Full Stack Developer,BCA,82,4.0,41,100,0,1,55,80,84,22,70,0,44,54,50,81,100,65,1,0,81,57,1,1,0,0,original,train
CAND004652,Full Stack Developer,MTech,72,1.3,76,100,1,5,34,97,29,70,54,4,84,29,57,61,87,68,1,1,87,60,1,1,0,0,original,train
CAND004653,Full Stack Developer,BTech,74,0.8,40,51,5,4,66,67,52,56,33,0,81,63,41,80,77,53,1,0,60,67,0,0,0,0,original,train
CAND004654,Full Stack Developer,PhD,46,0.9,67,44,3,2,69,87,62,43,0,0,61,51,54,44,92,62,0,0,65,53,0,0,0,0,original,validation
CAND004655,Full Stack Developer,BE,50,1.2,76,88,2,2,46,95,55,45,58,0,76,52,56,31,100,24,1,0,81,55,0,0,0,0,original,train
CAND004656,Full Stack Developer,MSc,74,0.8,46,41,6,5,100,40,60,59,50,2,73,21,52,76,64,90,1,1,52,58,0,0,0,0,original,validation
CAND004657,Full Stack Developer,MCA,77,0.3,36,74,0,4,56,100,58,21,51,1,100,43,33,43,74,34,1,1,72,58,0,0,0,0,original,train
CAND004658,Full Stack Developer,BTech,69,0.3,60,96,3,1,56,84,57,31,45,0,54,16,42,84,83,96,1,0,79,51,1,0,0,0,original,train
CAND004659,Full Stack Developer,MBA,25,0.4,43,83,1,6,80,76,71,75,0,5,74,64,62,56,57,68,0,1,60,64,0,0,0,0,original,validation
CAND004660,Full Stack Developer,MBA,38,3.5,77,100,1,8,63,92,43,51,0,1,85,74,50,21,71,63,0,1,79,58,1,0,0,0,original,train
CAND004661,Full Stack Developer,BBA,58,0.9,51,71,3,4,89,81,48,74,0,0,52,77,58,36,77,83,0,0,67,54,0,0,0,0,original,train
CAND004662,Full Stack Developer,BTech,21,1.7,79,43,7,3,72,51,63,76,0,3,81,49,75,67,66,90,0,1,52,70,0,0,0,0,original,train
CAND004663,Full Stack Developer,BTech,83,0.3,74,63,5,2,66,68,19,56,64,0,98,50,61,79,62,56,1,0,70,74,0,0,0,0,original,train
CAND004664,Full Stack Developer,MCA,98,1.8,65,70,4,2,76,86,61,74,0,0,61,47,44,72,86,59,0,0,79,57,0,0,0,0,original,train
CAND004665,Full Stack Developer,BBA,87,3.2,86,100,0,7,51,100,68,47,75,1,69,100,90,63,85,55,1,1,93,79,1,1,1,1,original,test
CAND004666,Full Stack Developer,MCA,86,1.2,41,100,1,0,52,89,50,44,46,0,66,60,32,86,100,5,1,0,82,61,0,0,0,0,original,train
CAND004667,Full Stack Developer,BE,92,0.3,39,100,0,7,80,77,61,55,0,3,100,14,85,60,86,52,0,1,80,69,1,1,0,0,original,test
CAND004668,Full Stack Developer,MSc,67,0.0,48,49,1,5,78,57,49,72,51,4,95,39,82,65,75,60,1,1,60,73,0,0,0,0,original,train
CAND004669,Full Stack Developer,BCA,71,0.8,25,62,5,4,69,91,39,56,40,2,82,69,54,59,75,34,1,1,62,67,0,0,0,0,original,train
CAND004670,Full Stack Developer,BBA,71,1.3,80,93,2,0,63,69,37,58,43,0,61,35,74,72,72,51,1,0,80,62,1,0,0,0,original,validation
CAND004671,Full Stack Developer,MCA,22,0.2,100,63,1,2,67,82,50,39,32,0,83,60,66,61,91,55,1,0,72,69,0,0,0,0,original,train
CAND004672,Full Stack Developer,BBA,69,3.3,84,100,0,1,52,100,58,48,21,0,58,20,83,77,68,74,1,0,87,61,1,1,0,0,original,train
CAND004673,Full Stack Developer,BTech,75,1.8,58,97,0,5,66,83,46,32,74,1,100,67,35,81,100,25,1,1,83,72,1,0,0,0,original,train
CAND004674,Full Stack Developer,BE,87,2.7,100,91,3,2,77,96,72,61,76,1,91,12,77,80,100,62,1,1,93,69,1,1,1,0,original,test
CAND004675,Full Stack Developer,BTech,76,2.0,64,61,4,2,87,64,45,36,12,1,80,45,77,76,46,53,1,1,64,71,0,0,0,0,original,train
CAND004676,Full Stack Developer,BTech,62,3.0,83,100,0,3,86,81,77,68,0,3,58,54,41,55,63,60,0,1,82,52,1,0,0,0,original,train
CAND004677,Full Stack Developer,BSc,97,2.3,72,100,0,4,59,100,73,63,48,0,100,79,71,76,73,91,1,0,90,83,1,1,1,1,original,validation
CAND004678,Full Stack Developer,MSc,72,1.1,75,93,3,1,66,63,57,63,0,0,37,63,83,71,66,64,0,0,77,62,0,0,0,0,original,train
CAND004679,Full Stack Developer,MSc,57,1.9,49,71,1,4,60,64,58,31,100,1,97,59,40,84,94,85,1,1,67,72,0,0,0,0,original,train
CAND004680,Full Stack Developer,MSc,46,1.0,44,77,4,0,15,54,56,28,48,0,44,41,45,45,70,30,1,0,60,44,0,0,0,0,original,train
CAND004681,Full Stack Developer,MCA,21,0.5,51,88,0,2,67,97,52,27,16,0,88,64,62,79,66,64,1,0,67,74,0,0,0,0,original,validation
CAND004682,Full Stack Developer,MCA,52,3.4,56,72,1,3,73,64,89,87,78,1,68,77,46,85,100,61,1,1,69,69,0,0,0,0,original,train
CAND004683,Full Stack Developer,MCA,80,1.2,73,85,3,3,59,87,76,56,0,0,65,79,32,72,52,56,0,0,78,61,0,0,0,0,original,train
CAND004684,Full Stack Developer,MBA,88,0.8,37,100,0,6,48,93,76,32,0,0,31,86,45,66,99,34,0,0,83,54,0,0,0,0,original,train
CAND004685,Full Stack Developer,BBA,51,2.9,83,100,0,2,60,94,57,64,68,1,73,50,65,61,92,38,1,1,86,63,1,1,0,0,original,train
CAND004686,Full Stack Developer,MSc,78,1.2,55,100,2,5,52,93,77,47,79,5,75,38,76,64,100,60,1,1,84,65,1,0,0,0,original,train
CAND004687,Full Stack Developer,MBA,77,2.0,55,100,3,1,49,78,55,61,96,0,55,29,47,89,91,38,1,0,80,56,0,0,0,0,original,train
CAND004688,Full Stack Developer,MSc,90,1.9,54,72,1,3,73,90,55,44,0,2,82,34,63,82,85,50,0,1,77,68,1,1,0,0,original,train
CAND004689,Full Stack Developer,BSc,35,2.5,100,100,1,1,42,91,48,59,59,0,81,72,63,62,100,53,1,0,86,70,1,1,0,0,original,test
CAND004690,Full Stack Developer,MSc,78,0.5,48,36,6,5,62,41,21,47,0,4,96,68,72,50,58,72,0,1,52,73,0,0,0,0,original,validation
CAND004691,Full Stack Developer,MCA,83,0.7,54,85,3,2,70,77,65,58,77,0,66,77,21,69,100,76,1,0,78,58,1,1,0,0,original,train
CAND004692,Full Stack Developer,BE,81,0.1,88,79,3,3,81,75,88,56,48,2,82,50,37,80,100,34,1,1,84,64,1,0,0,0,original,test
CAND004693,Full Stack Developer,BTech,74,4.7,78,100,1,2,79,90,79,55,56,1,69,32,89,66,71,38,1,1,85,66,1,1,0,0,original,train
CAND004694,Full Stack Developer,MBA,79,2.9,73,81,4,2,33,72,69,63,89,0,80,26,48,58,93,51,1,0,79,56,0,0,0,0,original,validation
CAND004695,Full Stack Developer,BBA,88,3.9,59,89,0,5,86,100,69,89,33,1,99,54,74,88,100,91,1,1,86,81,1,1,0,0,original,validation
CAND004696,Full Stack Developer,BSc,69,2.5,72,75,2,5,60,100,76,79,37,0,84,15,56,70,63,17,1,0,77,60,0,0,0,0,original,train
CAND004697,Full Stack Developer,BSc,44,1.5,56,83,0,1,77,76,23,65,11,0,48,100,28,68,70,29,1,0,69,58,0,0,0,0,original,train
CAND004698,Full Stack Developer,MCA,69,3.3,68,86,4,2,46,69,67,38,0,2,76,67,73,72,79,65,0,1,75,72,1,1,0,0,original,train
CAND004699,Full Stack Developer,MCA,96,7.1,92,83,1,4,76,87,19,25,100,2,99,49,35,98,86,99,1,1,89,73,1,1,1,1,original,test
CAND004700,Full Stack Developer,MTech,44,1.6,68,92,2,4,85,68,78,61,81,2,95,41,69,66,100,59,1,1,75,70,1,1,0,0,original,train
CAND004701,Full Stack Developer,BE,66,1.3,88,54,0,4,47,65,56,92,0,2,67,59,51,51,78,53,0,1,72,57,0,0,0,0,original,train
CAND004702,Full Stack Developer,BTech,69,2.0,36,84,2,4,76,94,29,37,81,2,93,48,62,97,62,86,1,1,70,77,1,0,0,0,original,train
CAND004703,Full Stack Developer,MCA,80,1.5,80,55,4,3,77,60,72,100,0,1,70,100,68,63,58,75,0,1,68,74,0,0,0,0,original,train
CAND004704,Full Stack Developer,BSc,61,0.7,46,50,7,3,61,48,25,58,0,0,44,62,57,73,25,7,0,0,48,58,0,0,0,0,original,train
CAND004705,Full Stack Developer,MSc,77,3.1,54,100,1,0,32,58,39,37,52,0,86,82,29,58,84,24,1,0,77,64,0,0,0,0,original,train
CAND004706,Full Stack Developer,MSc,31,1.7,75,100,2,4,59,92,50,37,26,0,83,100,56,53,92,70,1,0,79,72,1,0,0,0,original,train
CAND004707,Full Stack Developer,BE,89,0.5,48,100,2,1,38,81,57,37,0,0,50,87,64,56,85,67,0,0,81,62,1,1,0,0,original,test
CAND004708,Full Stack Developer,BE,52,0.7,38,57,2,1,63,97,36,89,0,0,75,44,29,62,51,53,0,0,60,54,0,0,0,0,original,train
CAND004709,Full Stack Developer,MTech,93,3.4,69,76,2,3,33,86,58,71,0,0,64,65,79,39,64,66,0,0,79,62,1,0,0,0,original,train
CAND004710,Full Stack Developer,BTech,84,0.9,55,100,2,4,64,83,44,37,91,0,68,60,63,77,83,38,1,0,82,67,1,0,0,0,original,train
CAND004711,Full Stack Developer,MSc,68,1.9,75,77,3,4,49,100,11,50,73,0,88,52,47,79,73,66,1,0,78,68,1,1,0,0,original,train
CAND004712,Full Stack Developer,BE,57,0.1,66,44,4,3,54,70,45,74,61,0,87,81,49,81,83,21,1,0,62,75,0,0,0,0,original,validation
CAND004713,Full Stack Developer,Diploma,97,0.5,85,100,2,7,86,84,36,46,0,5,96,45,83,73,97,55,0,1,92,77,1,1,1,0,original,validation
CAND004714,Full Stack Developer,BTech,46,3.6,90,100,1,5,93,75,49,33,91,0,57,81,57,88,64,85,1,0,80,70,1,1,0,0,original,train
CAND004715,Full Stack Developer,MTech,56,3.6,57,100,0,3,74,68,39,86,39,0,74,53,75,66,100,66,1,0,78,68,1,1,0,0,original,test
CAND004716,Full Stack Developer,BE,65,2.0,65,80,2,5,65,100,74,40,54,2,83,68,41,57,100,63,1,1,80,63,1,1,0,0,original,validation
CAND004717,Full Stack Developer,BTech,35,0.3,69,57,5,1,34,79,41,50,56,0,55,67,57,41,57,71,1,0,60,54,0,0,0,0,original,train
CAND004718,Full Stack Developer,MCA,35,0.6,68,87,1,2,77,80,39,27,0,2,81,73,83,57,70,45,0,1,71,74,0,0,0,0,original,validation
CAND004719,Full Stack Developer,BTech,82,1.4,78,51,3,2,69,70,8,51,55,0,58,54,58,42,76,37,1,0,71,53,0,0,0,0,original,train
CAND004720,Full Stack Developer,MTech,27,1.0,97,54,4,5,59,65,24,79,42,2,80,57,77,39,49,38,1,1,61,64,0,0,0,0,original,test
CAND004721,Full Stack Developer,MBA,63,1.8,63,89,0,3,80,77,75,22,0,0,79,78,63,89,90,50,0,0,78,77,1,1,0,0,original,train
CAND004722,Full Stack Developer,BTech,44,1.4,80,38,5,3,73,68,20,46,0,0,66,50,40,45,70,66,0,0,59,51,0,0,0,0,original,validation
CAND004723,Full Stack Developer,BTech,85,7.9,87,83,0,6,84,100,100,95,72,6,100,61,32,100,93,57,1,1,89,75,1,1,1,0,original,train
CAND004724,Full Stack Developer,BE,78,1.5,73,81,0,6,95,68,36,71,50,2,78,69,54,89,97,75,1,1,80,73,1,0,0,0,original,train
CAND004725,Full Stack Developer,MCA,39,3.7,93,99,0,3,80,75,52,39,32,2,75,59,53,88,82,66,1,1,81,70,1,1,1,1,synthetic,train
CAND004726,Full Stack Developer,MSc,58,2.2,64,90,2,0,33,78,58,38,35,0,50,30,64,61,70,53,1,0,74,52,0,0,0,0,synthetic,train
CAND004727,Full Stack Developer,BTech,75,3.4,78,79,3,2,65,85,61,68,29,0,54,57,45,53,81,47,1,0,79,52,0,0,0,0,synthetic,train
CAND004728,Full Stack Developer,MTech,74,1.9,72,88,0,5,57,76,59,58,80,0,82,47,60,78,92,78,1,1,82,68,1,0,0,0,synthetic,train
CAND004729,Full Stack Developer,BTech,82,1.3,44,61,5,4,75,59,50,65,17,0,76,61,49,81,78,53,1,0,64,68,0,0,0,0,synthetic,train
CAND004730,Full Stack Developer,MSc,70,3.0,62,78,1,5,49,71,60,45,77,3,89,65,67,67,91,85,1,1,75,73,1,1,0,0,synthetic,train
CAND004731,Full Stack Developer,MSc,54,0.4,51,81,3,4,71,70,52,67,28,3,74,67,35,60,74,48,1,1,67,59,0,0,0,0,synthetic,train
CAND004732,Full Stack Developer,BCA,71,2.5,74,71,3,1,58,86,42,49,0,0,49,56,67,59,69,32,0,0,75,57,0,0,0,0,synthetic,train
CAND004733,Full Stack Developer,MCA,27,0.9,96,69,2,2,71,85,58,43,19,0,71,58,65,70,95,49,1,0,74,67,0,0,0,0,synthetic,train
CAND004734,Full Stack Developer,MSc,74,1.2,57,63,4,3,59,71,56,56,22,0,76,52,42,44,58,53,1,0,65,55,0,0,0,0,synthetic,train
CAND004735,Full Stack Developer,BE,33,2.6,85,59,2,4,61,67,53,50,63,1,91,40,61,63,75,67,1,1,65,66,0,0,0,0,synthetic,train
CAND004736,Full Stack Developer,BTech,71,2.0,65,73,4,3,81,65,56,65,0,0,63,57,61,84,87,48,0,0,72,67,0,0,0,0,synthetic,train
CAND004737,Full Stack Developer,BCA,54,2.3,59,96,2,5,89,84,78,56,47,5,61,92,50,54,72,60,1,1,75,63,0,0,0,0,synthetic,train
CAND004738,Full Stack Developer,MCA,49,1.4,96,77,1,3,62,79,51,45,36,0,90,62,55,59,93,53,1,0,80,68,1,0,0,0,synthetic,train
CAND004739,Full Stack Developer,BTech,41,2.5,86,64,3,2,36,91,80,60,83,0,72,59,48,66,91,78,1,0,73,62,0,0,0,0,synthetic,train
CAND004740,Full Stack Developer,BE,90,2.2,85,93,2,4,59,72,62,41,0,1,60,54,66,70,67,44,0,1,84,63,1,1,0,0,synthetic,train
CAND004741,Full Stack Developer,BE,78,1.0,78,94,1,4,81,75,44,46,18,0,79,50,58,81,81,82,1,0,83,68,1,0,0,0,synthetic,train
CAND004742,Full Stack Developer,BE,82,1.0,54,88,1,2,44,77,56,41,39,1,69,62,45,72,86,69,1,1,78,62,1,0,0,0,synthetic,train
CAND004743,Full Stack Developer,PhD,59,1.6,64,68,3,3,73,82,65,61,17,1,78,61,53,48,82,57,1,1,70,61,0,0,0,0,synthetic,train
CAND004744,Full Stack Developer,MSc,71,5.6,78,100,0,5,78,97,73,46,84,3,96,47,65,85,82,53,1,1,87,76,1,1,1,1,synthetic,train
CAND004745,Full Stack Developer,BE,63,0.8,53,89,1,6,62,73,62,63,2,2,81,27,85,52,75,40,1,1,73,64,0,0,0,0,synthetic,train
CAND004746,Full Stack Developer,MBA,81,1.5,80,100,1,4,47,95,37,65,0,2,72,35,56,65,82,56,0,1,89,59,1,1,0,0,synthetic,train
CAND004747,Full Stack Developer,MBA,78,1.6,79,58,3,4,59,45,59,76,55,0,76,67,50,89,73,71,1,0,68,71,0,0,0,0,synthetic,train
CAND004748,Full Stack Developer,MCA,50,1.1,63,92,2,2,67,79,47,40,0,0,73,57,71,68,78,42,0,0,74,68,0,0,0,0,synthetic,train
CAND004749,Full Stack Developer,BBA,87,2.0,74,97,0,5,70,78,69,69,24,2,85,57,74,75,89,71,1,1,87,74,1,1,0,0,synthetic,train
CAND004750,Full Stack Developer,BSc,66,2.1,59,82,2,4,63,85,51,60,0,0,57,71,78,63,64,53,0,0,73,67,0,0,0,0,synthetic,train
CAND004751,Full Stack Developer,MSc,80,2.3,54,81,2,5,50,75,52,69,0,0,88,50,54,54,95,63,0,0,76,63,1,0,0,0,synthetic,train
CAND004752,Full Stack Developer,MTech,72,1.3,83,87,2,3,70,86,73,71,55,0,84,56,38,64,94,48,1,0,84,62,1,0,0,0,synthetic,train
CAND004753,Full Stack Developer,BTech,78,4.2,71,87,3,6,71,77,72,78,76,5,81,61,57,99,99,52,1,1,81,76,1,1,0,0,synthetic,train
CAND004754,Full Stack Developer,MTech,55,4.0,53,88,1,5,73,80,66,73,42,2,77,83,71,100,93,81,1,1,74,82,1,1,1,1,synthetic,train
CAND004755,Full Stack Developer,MTech,51,1.2,52,96,1,2,45,69,52,56,0,0,63,51,32,67,82,37,0,0,72,54,0,0,0,0,synthetic,train
CAND004756,Full Stack Developer,MCA,71,3.2,81,87,0,4,92,90,69,44,0,1,67,59,49,49,69,43,0,1,82,56,0,0,0,0,synthetic,train
CAND004757,Full Stack Developer,BBA,56,2.6,55,87,1,3,81,74,44,80,0,0,65,63,67,54,91,73,0,0,73,62,0,0,0,0,synthetic,train
CAND004758,Full Stack Developer,BTech,57,1.8,65,91,2,4,75,91,57,78,39,3,82,48,73,59,80,56,1,1,78,67,1,0,0,0,synthetic,train
CAND004759,Full Stack Developer,BSc,66,2.6,77,80,1,1,53,86,54,54,39,0,65,44,72,82,81,81,1,0,79,67,1,1,0,0,synthetic,train
CAND004760,Full Stack Developer,MCA,41,0.8,48,94,1,4,78,82,57,50,43,0,93,67,64,79,58,70,1,0,68,77,0,0,0,0,synthetic,train
CAND004761,Full Stack Developer,MCA,77,2.9,71,90,1,2,69,86,49,33,0,0,49,50,51,59,71,57,0,0,81,52,0,0,0,0,synthetic,train
CAND004762,Full Stack Developer,BE,80,0.6,46,95,3,0,41,93,42,50,0,0,43,85,75,45,72,51,0,0,77,60,0,0,0,0,synthetic,train
CAND004763,Full Stack Developer,BE,63,1.6,60,85,3,5,67,91,84,41,33,3,62,79,38,53,90,57,1,1,77,57,0,0,0,0,synthetic,train
CAND004764,Full Stack Developer,MBA,64,0.9,57,100,1,4,85,69,60,51,0,1,64,53,57,82,79,58,0,1,76,65,0,0,0,0,synthetic,train
CAND004765,Full Stack Developer,BTech,82,1.8,68,99,1,2,56,93,54,57,0,0,57,52,40,58,100,35,0,1,88,52,1,1,0,0,synthetic,train
CAND004766,Full Stack Developer,Diploma,81,1.7,84,100,1,5,87,82,54,57,0,4,80,47,64,65,82,58,0,1,88,66,1,0,0,0,synthetic,train
CAND004767,Full Stack Developer,BSc,52,1.4,67,94,3,3,50,87,76,54,0,3,43,68,49,50,71,51,0,1,76,51,0,0,0,0,synthetic,train
CAND004768,Full Stack Developer,MCA,64,2.3,60,67,1,3,73,75,70,76,77,0,73,60,43,85,96,58,1,0,72,66,0,0,0,0,synthetic,train
CAND004769,Full Stack Developer,BTech,65,1.6,63,83,1,4,63,87,61,45,52,2,87,55,56,90,96,39,1,1,78,74,1,1,0,0,synthetic,train
CAND004770,Full Stack Developer,MSc,65,1.3,91,73,4,1,63,76,64,55,0,0,95,57,68,71,87,36,0,1,78,75,1,0,0,0,synthetic,train
CAND004771,Full Stack Developer,BSc,72,3.6,73,89,1,4,70,95,77,67,49,0,76,23,72,67,68,28,1,0,81,62,0,0,0,0,synthetic,train
CAND004772,Full Stack Developer,BE,47,2.2,69,31,4,4,74,63,57,58,86,0,65,64,64,100,79,71,1,0,56,73,0,0,0,0,synthetic,train
CAND004773,Full Stack Developer,BE,76,3.0,83,92,2,2,79,85,83,56,54,1,74,39,70,71,83,37,1,1,85,65,1,0,0,0,synthetic,train
CAND004774,Full Stack Developer,MBA,83,4.4,52,96,2,2,56,88,80,39,43,0,64,58,65,56,74,74,1,0,80,61,1,1,0,0,synthetic,train
CAND004775,Full Stack Developer,MTech,85,1.3,97,92,3,2,54,89,47,60,0,0,69,54,55,71,75,57,0,0,89,63,1,0,0,0,synthetic,train
CAND004776,Full Stack Developer,BTech,49,1.3,62,69,2,2,28,61,54,69,41,0,59,54,80,46,68,36,1,1,64,60,0,0,0,0,synthetic,train
CAND004777,Full Stack Developer,BTech,92,3.5,70,46,4,3,71,71,31,47,65,0,91,54,48,66,77,82,1,0,69,67,1,1,0,0,synthetic,train
CAND004778,Full Stack Developer,BTech,86,2.7,63,75,2,3,91,70,55,57,0,0,71,58,57,68,77,45,0,0,75,64,0,0,0,0,synthetic,train
CAND004779,Full Stack Developer,MSc,62,1.3,89,66,3,2,68,70,54,48,33,0,91,73,63,76,93,40,1,0,75,77,1,0,0,0,synthetic,train
CAND004780,Full Stack Developer,BSc,53,3.9,65,81,2,4,78,73,41,59,52,2,76,86,43,86,86,57,1,1,72,72,1,0,0,0,synthetic,train
