target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available
Frontend Developer,BTech,84,1.1,75,100,2,6,65,56,95,60,46,1,77,56,58,82,100,62,,
Frontend Developer,MSc,66,0.9,88,100,1,3,41,97,65,70,31,2,86,59,88,62,98,77,,
Frontend Developer,MTech,36,0.9,79,74,4,3,80,78,42,39,45,0,99,48,50,93,62,57,,
Frontend Developer,MBA,77,1.4,77,77,3,3,50,85,57,18,0,0,70,50,45,53,74,83,,
Frontend Developer,MCA,94,3.7,21,81,0,5,99,80,58,100,69,1,80,85,21,62,100,35,,
Frontend Developer,BE,68,3.4,65,100,1,2,84,85,96,44,0,0,94,80,60,53,95,52,,
Frontend Developer,BTech,56,0.7,74,65,1,4,68,61,75,60,0,0,61,52,13,81,92,90,,
Frontend Developer,PhD,56,0.2,48,30,6,4,83,46,64,70,0,0,56,66,90,65,28,18,,
Frontend Developer,MTech,40,5.7,95,87,0,6,100,87,47,77,51,5,100,40,60,71,95,69,,
Frontend Developer,BTech,53,1.1,71,88,0,0,39,72,50,29,0,0,47,66,61,41,70,23,,
Frontend Developer,MTech,84,0.5,76,95,2,3,87,95,57,29,0,1,59,27,56,58,54,63,,
Frontend Developer,BTech,43,7.7,100,83,1,7,78,49,100,80,100,3,99,66,67,61,89,34,,
Frontend Developer,PhD,42,2.0,59,74,4,4,57,81,81,69,0,0,57,85,41,93,91,67,,
Frontend Developer,MTech,23,7.2,73,100,1,8,90,56,67,74,100,6,82,33,49,100,86,69,,
Frontend Developer,BBA,60,0.6,62,41,5,3,65,42,39,56,93,1,100,67,62,75,72,33,,
Frontend Developer,BTech,63,4.5,82,94,1,5,78,67,73,80,100,3,100,45,53,69,90,62,,
Frontend Developer,BTech,57,0.1,65,86,1,2,42,100,44,76,0,0,78,35,33,22,73,72,,
Frontend Developer,BE,69,0.1,36,41,5,3,42,75,62,78,48,0,74,78,33,71,81,45,,
Frontend Developer,BE,93,0.7,68,85,0,3,64,81,55,37,27,2,75,31,78,50,76,66,,
Frontend Developer,BE,92,0.7,73,42,5,0,58,66,38,66,0,0,49,32,30,61,50,51,,
Frontend Developer,BBA,51,0.7,52,89,4,6,69,66,78,35,45,4,100,43,62,67,85,49,,
Frontend Developer,BTech,38,1.6,72,87,2,0,46,92,46,77,50,0,65,56,56,46,100,31,,
Frontend Developer,MBA,67,0.8,52,42,4,2,42,77,34,58,53,2,61,60,56,81,100,57,,
Frontend Developer,BE,71,1.2,43,100,0,3,50,100,52,44,26,1,76,63,30,49,89,76,,
Frontend Developer,BBA,53,0.0,42,95,1,6,48,90,28,70,0,0,38,39,58,77,62,70,,
Frontend Developer,MBA,82,0.4,68,70,1,2,74,74,48,90,0,0,51,59,52,49,79,38,,
Frontend Developer,BTech,51,3.7,68,83,0,5,52,72,47,37,48,4,68,45,24,28,56,23,,
Frontend Developer,BTech,82,6.4,89,100,0,4,67,100,90,83,81,4,94,58,71,100,100,82,,
Frontend Developer,BTech,74,1.3,40,57,3,0,46,53,37,47,57,0,23,55,80,59,100,21,,
Frontend Developer,BTech,73,1.9,58,94,3,5,74,84,57,66,60,1,81,71,62,46,98,65,,
Frontend Developer,MSc,52,1.5,82,99,1,4,67,100,63,52,86,0,73,64,70,86,100,65,,
Frontend Developer,MTech,39,2.6,76,100,0,0,46,100,60,37,57,0,82,25,28,85,96,36,,
Frontend Developer,BE,91,2.5,57,100,0,3,53,75,46,76,63,0,100,26,100,68,89,63,,
Frontend Developer,BE,61,1.2,81,76,3,7,48,78,44,84,0,1,67,77,52,46,67,68,,
Frontend Developer,BBA,52,4.9,89,100,3,7,100,93,100,69,62,3,100,43,37,65,100,58,,
Frontend Developer,MSc,81,2.1,34,77,0,5,66,84,68,61,0,0,78,58,59,55,80,83,,
Frontend Developer,MTech,73,1.4,53,70,1,0,23,89,25,56,45,0,57,32,74,68,56,55,,
Frontend Developer,BSc,85,5.6,81,100,1,0,78,90,61,61,85,0,62,32,64,71,100,58,,
Frontend Developer,BE,26,0.5,68,82,2,2,63,93,60,32,0,2,54,76,67,59,68,48,,
Frontend Developer,BCA,51,1.1,48,82,1,3,41,93,33,66,75,1,72,71,8,60,99,75,,
Frontend Developer,BSc,66,4.8,57,68,1,3,63,59,70,75,100,0,67,53,38,100,97,48,,
Frontend Developer,BTech,28,0.6,58,100,0,4,59,100,73,33,0,1,56,55,42,52,89,66,,
Frontend Developer,MCA,45,1.3,70,39,5,3,73,76,57,63,60,1,60,22,59,94,68,92,,
Frontend Developer,BTech,47,1.1,78,48,3,2,45,56,50,93,0,0,100,86,45,57,69,47,,
Frontend Developer,BTech,79,1.1,66,98,2,5,66,90,68,83,68,3,100,50,35,73,88,55,,
Frontend Developer,MCA,97,2.9,62,68,4,5,74,35,63,34,74,2,100,74,53,60,85,52,,
Frontend Developer,BE,66,1.2,62,83,2,4,43,47,66,23,0,0,59,25,86,57,89,55,,
Frontend Developer,MBA,31,1.3,91,81,2,3,71,79,43,49,0,2,69,80,42,54,77,71,,
Frontend Developer,MCA,97,4.4,70,100,1,4,82,100,63,69,96,3,70,32,83,67,79,67,,
Frontend Developer,MTech,59,5.2,64,97,0,5,78,70,41,51,84,4,91,43,85,65,100,56,,
Frontend Developer,BSc,34,3.3,70,56,1,2,51,79,48,48,81,0,76,82,62,68,61,66,,
Frontend Developer,BTech,95,4.1,52,95,1,5,87,56,92,60,24,0,86,64,53,60,89,60,,
Frontend Developer,MBA,93,3.0,90,62,2,4,53,63,87,40,0,1,79,35,67,57,75,87,,
Frontend Developer,BE,99,0.7,77,87,3,2,62,82,41,41,0,0,63,85,50,53,86,57,,
Frontend Developer,BSc,78,2.3,72,71,3,5,87,70,49,49,54,2,91,96,74,72,71,78,,
Frontend Developer,BBA,62,1.4,87,75,1,5,100,85,98,55,46,2,100,49,100,93,84,55,,
Frontend Developer,BTech,84,1.6,51,81,2,1,75,60,38,40,0,0,33,51,15,60,99,82,,
Frontend Developer,MTech,31,3.8,43,74,0,4,82,81,74,58,0,4,67,58,75,61,82,82,,
Frontend Developer,MSc,69,0.6,85,100,1,4,68,100,64,53,0,3,71,37,85,85,84,38,,
Frontend Developer,BCA,93,0.7,80,60,3,4,72,49,59,55,0,0,73,59,45,68,83,100,,
Frontend Developer,MCA,29,1.0,85,49,4,2,55,46,64,50,20,0,87,64,32,65,82,58,,
Frontend Developer,BBA,84,1.1,62,100,0,3,48,58,62,49,41,2,70,54,50,38,99,43,,
Frontend Developer,BSc,56,1.0,89,100,0,3,72,77,9,62,65,1,73,52,53,89,77,63,,
Frontend Developer,BBA,72,3.3,39,41,4,1,42,58,47,55,38,1,90,46,52,87,66,70,,
Frontend Developer,BE,76,5.7,91,86,1,2,60,100,73,81,91,2,41,62,87,62,100,43,,
Frontend Developer,BBA,65,1.1,44,100,0,5,100,89,66,33,98,1,81,74,24,100,100,27,,
Frontend Developer,BCA,81,0.7,76,72,4,4,65,100,44,45,62,2,79,75,56,84,87,58,,
Frontend Developer,MSc,72,0.5,58,74,4,0,38,96,47,50,28,0,54,38,26,50,69,44,,
Frontend Developer,BCA,75,2.2,62,83,4,5,70,90,85,67,100,4,79,32,66,100,89,52,,
Frontend Developer,BTech,56,5.2,70,100,1,6,73,80,73,70,100,2,87,57,76,100,100,62,,
Frontend Developer,BSc,78,3.1,80,100,0,3,100,100,78,47,64,0,93,33,73,77,90,41,,
Frontend Developer,BE,75,0.5,69,75,1,4,43,65,47,64,0,4,91,47,59,51,58,23,,
Frontend Developer,MBA,69,2.9,33,65,1,2,34,86,57,82,0,2,79,32,30,37,97,57,,
Frontend Developer,BTech,82,5.2,100,76,0,3,54,59,85,51,43,3,96,47,89,100,49,69,,
Frontend Developer,MSc,82,3.1,55,100,3,3,57,97,40,58,31,3,82,85,76,47,71,39,,
Frontend Developer,MTech,81,1.1,70,59,3,6,96,97,55,77,86,1,89,32,62,95,100,67,,
Frontend Developer,MBA,28,0.7,52,78,1,5,50,100,48,82,0,2,62,52,81,71,76,71,,
Frontend Developer,MTech,86,5.2,60,82,1,4,65,88,60,36,23,0,93,60,50,75,97,73,,
Frontend Developer,BTech,94,1.9,67,100,1,3,58,90,45,29,0,3,66,61,47,57,66,63,,
Frontend Developer,MCA,13,0.4,78,100,0,2,36,81,70,63,47,2,49,54,61,88,95,49,,
Frontend Developer,BTech,84,0.7,95,42,4,5,74,72,22,68,43,0,84,61,48,74,65,83,,
Frontend Developer,BBA,77,4.7,62,100,1,2,67,82,53,67,85,2,92,30,41,70,85,58,,
Frontend Developer,BTech,56,1.8,70,88,3,4,55,90,50,80,66,0,59,57,70,62,62,66,,
Frontend Developer,BTech,62,0.4,94,38,4,6,73,74,56,66,26,5,95,44,58,88,46,67,,
Frontend Developer,BSc,78,8.5,78,98,0,4,68,91,71,88,82,1,100,53,74,64,100,69,,
Frontend Developer,BCA,55,2.0,73,94,2,3,82,56,51,52,88,0,89,55,54,100,94,27,,
Frontend Developer,MSc,89,2.2,66,100,0,3,54,100,60,53,56,0,81,41,71,81,72,64,,
Frontend Developer,BE,65,0.5,81,52,4,1,58,74,72,39,22,0,99,93,63,45,93,46,,
Frontend Developer,MBA,82,0.7,45,67,2,3,54,80,59,66,53,3,69,48,71,61,100,51,,
Frontend Developer,PhD,16,1.9,77,69,3,3,79,45,44,72,32,2,89,24,69,65,77,68,,
Frontend Developer,BE,92,1.4,37,43,5,3,36,67,53,67,0,0,65,58,53,61,61,53,,
Frontend Developer,BTech,74,1.1,60,89,2,7,68,80,61,100,25,5,100,83,26,91,98,100,,
Frontend Developer,MCA,76,3.7,59,70,2,2,85,94,56,51,44,0,70,68,36,95,95,74,,
Frontend Developer,BCA,66,1.5,41,100,2,3,52,81,28,86,48,1,94,60,45,90,58,50,,
Frontend Developer,BSc,89,3.2,71,100,0,1,86,94,68,44,25,0,79,97,78,47,100,89,,
Frontend Developer,BTech,90,1.9,79,65,0,3,82,100,41,70,42,0,71,55,50,71,70,77,,
Frontend Developer,MSc,87,1.2,44,60,3,6,90,81,54,52,54,2,82,71,84,71,91,28,,
Frontend Developer,BTech,35,1.9,45,83,1,1,64,100,64,43,0,0,52,54,64,67,91,52,,
Frontend Developer,BCA,62,3.6,72,100,2,4,59,73,77,62,77,4,92,42,73,54,100,50,,
Frontend Developer,BE,79,3.5,33,100,0,5,52,75,74,94,49,2,89,67,56,40,94,88,,
Frontend Developer,BTech,61,1.2,82,90,3,7,91,87,65,60,60,0,78,83,63,73,84,55,,
Frontend Developer,MCA,42,3.4,84,81,1,3,70,77,65,90,0,1,71,24,88,72,84,59,,
Frontend Developer,MCA,68,2.1,21,81,1,2,55,93,65,18,43,1,51,60,47,60,78,40,,
Frontend Developer,MTech,58,3.3,60,78,1,1,36,93,41,51,67,1,62,41,70,67,71,58,,
Frontend Developer,BE,44,1.3,65,83,1,3,58,69,61,43,0,2,57,29,55,62,70,69,,
Frontend Developer,MSc,87,3.9,69,85,2,4,81,77,56,75,25,2,78,42,64,73,87,75,,
Frontend Developer,BE,68,3.3,65,63,3,4,59,70,53,75,79,3,94,56,56,61,72,57,,
Frontend Developer,BSc,88,3.5,61,84,2,5,87,63,76,56,34,1,89,76,62,64,83,66,,
Frontend Developer,BTech,53,1.3,87,67,3,2,64,62,62,48,14,0,81,60,42,67,75,56,,
Frontend Developer,Diploma,59,0.6,65,85,1,2,46,98,63,61,29,0,86,47,48,45,82,61,,
Frontend Developer,BSc,62,2.4,74,77,3,5,85,82,57,83,54,3,100,39,50,84,81,55,,
Frontend Developer,BSc,45,4.3,78,98,0,3,52,86,71,75,66,2,74,52,67,77,98,59,,
Frontend Developer,MSc,70,4.5,74,74,3,5,78,78,56,65,73,2,98,31,65,87,76,74,,
Frontend Developer,MCA,66,1.2,52,63,4,4,48,84,61,70,64,2,78,64,51,75,83,54,,
Frontend Developer,BBA,84,0.6,73,57,4,1,54,68,36,79,0,0,62,27,44,58,57,49,,
Frontend Developer,BE,67,3.2,53,93,2,5,66,87,63,88,0,0,70,75,65,58,64,76,,
Frontend Developer,MCA,74,2.9,51,92,3,5,73,95,49,53,0,1,69,62,50,64,58,71,,
Frontend Developer,MSc,82,1.3,94,88,2,6,100,85,82,61,72,4,99,58,92,88,93,52,,
Frontend Developer,MBA,79,1.9,65,83,0,0,48,84,31,55,0,0,41,58,59,55,67,44,,
Frontend Developer,BE,79,3.0,87,97,0,4,80,87,60,74,30,2,90,57,76,53,69,80,,
Frontend Developer,BTech,45,2.2,72,61,3,3,81,84,61,67,60,1,66,39,49,85,79,76,,
Frontend Developer,PhD,59,2.0,48,91,0,4,84,89,65,68,53,3,79,63,32,72,98,45,,
Frontend Developer,BSc,47,2.1,39,82,3,2,88,73,68,54,0,2,64,50,62,62,59,69,,
Frontend Developer,MBA,80,1.8,65,91,0,1,65,75,37,53,0,0,53,76,48,57,81,50,,
Frontend Developer,BE,66,0.7,73,62,5,4,74,70,38,48,0,2,58,62,47,66,69,36,,
Frontend Developer,BCA,69,1.3,79,100,1,1,79,93,53,30,57,0,88,56,43,98,98,47,,
Frontend Developer,BTech,62,1.9,80,77,1,4,41,63,47,65,0,4,74,67,53,66,94,49,,
Frontend Developer,BE,90,1.0,59,64,3,1,59,81,49,64,0,0,62,43,42,74,61,49,,
Frontend Developer,MCA,87,4.3,47,96,1,5,89,100,51,30,0,4,88,72,52,67,67,79,,
Frontend Developer,BTech,29,2.1,58,89,1,1,50,84,68,53,70,0,77,72,53,74,79,35,,
Frontend Developer,MSc,61,3.4,78,98,1,3,71,81,55,81,40,1,79,52,43,84,84,52,,
Frontend Developer,BBA,44,1.5,81,51,5,3,52,56,52,52,31,3,73,76,63,48,76,56,,
Frontend Developer,BTech,63,1.2,58,86,3,4,67,75,53,71,55,2,67,64,78,75,70,63,,
Frontend Developer,MTech,84,3.4,50,85,3,6,83,69,73,64,84,3,99,53,72,73,81,65,,
Frontend Developer,MCA,69,3.8,80,75,2,2,70,77,51,34,33,0,71,64,44,75,73,74,,
Frontend Developer,MCA,54,2.0,65,78,0,2,45,88,48,48,0,1,76,78,81,68,61,43,,
Frontend Developer,MTech,66,3.2,67,84,1,3,50,74,38,58,0,2,64,60,26,61,80,69,,
Frontend Developer,BTech,88,2.5,70,97,1,3,69,67,79,52,0,0,82,61,50,60,82,50,,
Frontend Developer,MCA,81,3.8,58,86,0,4,62,80,54,33,67,1,81,71,68,68,84,49,,
Frontend Developer,MSc,79,1.1,79,91,2,3,51,95,62,65,0,2,83,52,84,62,88,65,,
Frontend Developer,BTech,65,4.5,64,66,2,3,77,63,49,48,0,2,63,65,66,46,60,52,,
Frontend Developer,BTech,56,2.1,36,84,1,5,79,85,78,59,48,2,82,45,65,51,85,66,,
Frontend Developer,MTech,59,2.4,68,78,3,4,83,64,97,67,0,3,97,58,74,64,98,42,,
Frontend Developer,BCA,61,4.1,77,96,1,5,69,70,74,73,89,4,96,43,63,61,95,58,,
Frontend Developer,MSc,56,1.4,64,70,1,6,86,77,50,63,81,1,90,85,53,81,96,66,,
Frontend Developer,PhD,67,1.2,90,91,0,4,64,68,68,53,71,1,91,58,86,78,99,69,,
Frontend Developer,BBA,76,2.0,63,81,1,2,49,74,68,51,52,1,85,69,52,81,80,55,,
Frontend Developer,BBA,48,1.1,46,100,2,3,79,89,51,42,78,1,72,66,46,90,83,51,,
Frontend Developer,PhD,59,1.2,48,59,4,4,61,87,79,66,0,0,75,74,49,85,89,56,,
Frontend Developer,MBA,78,3.1,48,79,1,4,63,83,67,56,62,3,73,57,64,64,100,52,,
Frontend Developer,BSc,36,3.1,66,55,3,5,62,82,54,77,52,3,96,60,75,60,66,72,,
Frontend Developer,MSc,72,1.8,70,100,2,2,54,77,43,43,90,0,76,45,45,85,86,72,,
Frontend Developer,BTech,83,2.2,60,86,2,6,77,75,60,85,31,4,93,67,46,84,96,93,,
Frontend Developer,BSc,42,1.0,81,76,3,5,80,66,60,61,31,1,76,62,58,71,77,69,,
Frontend Developer,BTech,83,2.8,75,98,1,5,71,90,59,67,0,2,86,71,72,59,89,64,,
Frontend Developer,MTech,92,1.6,66,81,4,4,68,67,56,44,0,0,72,65,44,92,89,67,,
Frontend Developer,MSc,38,3.6,81,84,3,1,57,73,47,28,64,1,76,46,62,63,82,55,,
Frontend Developer,BE,43,0.8,68,82,2,2,57,94,76,32,37,1,72,72,70,71,78,46,,
Frontend Developer,BTech,71,5.1,60,99,1,3,72,88,63,70,68,3,95,22,52,73,88,74,,
Frontend Developer,BCA,87,2.2,54,92,0,3,42,85,55,58,47,0,100,63,86,58,84,55,,
Frontend Developer,MSc,39,1.9,54,81,3,1,45,74,32,55,14,0,62,63,63,46,96,58,,
Frontend Developer,BTech,67,1.0,58,92,0,4,75,76,66,37,60,1,71,56,54,87,81,38,,
Frontend Developer,MSc,48,1.7,52,82,3,0,43,72,32,49,1,0,45,61,43,49,96,69,,
Frontend Developer,MCA,71,1.3,58,65,2,3,71,62,70,71,37,2,84,70,55,62,80,44,,
Full Stack Developer,MCA,62,1.2,58,78,6,2,55,97,50,30,84,2,64,35,44,93,74,46,,
Full Stack Developer,BE,35,1.9,62,53,5,2,41,100,37,55,0,2,73,29,61,13,100,53,,
Full Stack Developer,BTech,14,2.9,100,100,0,5,79,97,68,51,28,0,100,58,46,67,88,85,,
Full Stack Developer,BTech,47,1.8,77,45,4,2,58,43,58,43,40,1,96,62,29,65,58,69,,
Full Stack Developer,BTech,71,5.3,74,100,1,4,85,84,39,53,100,0,85,66,76,87,81,29,,
Full Stack Developer,MTech,73,0.3,69,56,3,4,64,60,57,59,89,0,61,61,81,65,78,46,,
Full Stack Developer,BE,32,1.0,46,100,2,4,61,55,61,76,0,0,59,52,38,31,83,76,,
Full Stack Developer,BE,88,0.3,80,46,4,2,59,58,29,40,70,0,61,26,73,67,83,45,,
Full Stack Developer,MSc,85,6.1,85,100,0,5,79,100,86,48,96,1,100,42,87,100,100,65,,
Full Stack Developer,BTech,75,0.2,84,100,0,2,39,98,30,69,58,1,63,37,36,78,85,44,,
Full Stack Developer,BTech,48,2.1,92,86,2,2,43,93,53,67,0,0,37,100,43,88,97,58,,
Full Stack Developer,BTech,88,1.2,72,97,1,6,88,87,73,83,100,2,68,72,60,90,100,30,,
Full Stack Developer,MSc,31,4.5,93,100,0,4,73,92,48,68,99,2,81,56,49,99,77,67,,
Full Stack Developer,MSc,67,2.7,58,47,5,3,64,74,54,47,84,0,99,30,46,76,100,46,,
Full Stack Developer,BSc,64,1.8,67,51,3,2,57,66,50,63,67,2,75,80,56,86,100,91,,
Full Stack Developer,MSc,39,1.6,80,73,2,5,70,56,43,55,0,0,56,54,52,51,90,74,,
Full Stack Developer,MCA,30,0.9,85,100,0,5,74,96,64,47,83,5,83,65,50,73,100,53,,
Full Stack Developer,BE,81,1.2,76,66,3,5,60,42,87,45,100,1,88,66,50,85,100,29,,
Full Stack Developer,BTech,24,5.1,72,88,4,0,35,90,53,39,53,0,51,74,44,53,99,45,,
Full Stack Developer,BCA,82,0.1,27,39,5,4,73,68,63,26,0,0,42,56,77,63,82,12,,
Full Stack Developer,BBA,92,1.2,44,61,2,1,25,53,38,61,86,0,69,58,74,57,79,64,,
Full Stack Developer,BE,37,4.9,45,97,0,4,62,77,79,43,75,2,100,46,66,63,100,41,,
Full Stack Developer,BE,84,0.5,77,89,1,2,90,83,48,62,0,0,57,91,77,52,71,26,,
Full Stack Developer,MBA,82,10.0,61,100,0,7,89,97,96,89,100,6,100,27,85,93,100,83,,
Full Stack Developer,BBA,63,1.5,30,100,0,0,34,81,44,58,60,0,73,52,80,72,100,49,,
Full Stack Developer,BTech,64,1.1,71,78,1,6,60,43,47,80,42,3,91,64,61,72,74,54,,
Full Stack Developer,BTech,31,1.1,64,100,0,1,71,89,40,51,0,0,43,42,50,61,49,67,,
Full Stack Developer,BTech,55,2.3,77,83,0,5,59,91,50,45,0,0,73,92,65,71,71,67,,
Full Stack Developer,MCA,38,8.4,73,100,2,8,73,62,93,92,26,6,92,40,62,92,100,64,,
Full Stack Developer,MBA,30,0.9,76,66,3,3,68,77,40,46,57,0,59,30,83,67,78,66,,
Full Stack Developer,BTech,88,2.4,58,83,4,5,53,78,69,67,79,0,76,19,67,65,100,65,,
Full Stack Developer,BTech,90,0.5,50,83,1,2,57,97,52,48,60,0,71,81,53,55,94,37,,
Full Stack Developer,BTech,76,2.5,55,83,1,5,93,86,69,54,80,5,94,51,34,84,97,43,,
Full Stack Developer,MCA,76,1.4,58,77,1,3,49,74,52,44,63,1,80,48,36,82,87,71,,
Full Stack Developer,BTech,81,0.2,88,86,6,2,83,99,30,45,0,2,63,74,49,68,47,64,,
Full Stack Developer,BTech,65,4.1,82,100,0,5,81,71,46,64,24,0,40,70,48,79,64,32,,
Full Stack Developer,BTech,73,0.6,55,82,4,0,36,64,11,79,0,0,58,44,64,47,57,37,,
Full Stack Developer,BBA,72,0.0,86,95,0,6,58,73,53,88,20,3,91,55,85,71,82,64,,
Full Stack Developer,BTech,83,1.1,63,100,0,5,63,84,49,54,0,5,64,38,50,46,53,58,,
Full Stack Developer,BTech,49,2.5,75,82,1,3,97,71,44,61,40,1,79,74,44,41,60,41,,
Full Stack Developer,BTech,66,2.9,96,96,3,3,68,69,61,99,60,1,82,89,64,63,100,56,,
Full Stack Developer,BE,83,0.9,58,64,0,1,37,49,25,74,0,1,67,64,56,24,81,45,,
Full Stack Developer,MCA,91,10.5,100,100,0,5,100,97,80,67,71,5,78,72,55,100,82,59,,
Full Stack Developer,BTech,46,0.0,69,33,6,3,43,52,51,47,30,0,70,66,51,43,41,55,,
Full Stack Developer,BSc,26,1.1,38,69,4,2,20,75,53,53,0,0,87,42,66,49,81,64,,
Full Stack Developer,BE,33,1.5,64,89,1,0,30,75,20,41,0,0,41,56,65,35,62,52,,
Full Stack Developer,BTech,78,3.8,71,84,1,5,42,76,63,53,57,5,81,67,87,53,90,84,,
Full Stack Developer,BE,67,1.2,67,75,0,3,64,63,50,60,0,3,45,60,70,60,60,27,,
Full Stack Developer,BTech,82,3.2,67,97,0,5,90,87,46,45,0,1,72,100,39,91,86,43,,
Full Stack Developer,BBA,47,1.1,62,63,3,4,51,94,56,84,50,4,100,38,47,45,71,54,,
Full Stack Developer,BTech,19,1.3,74,75,2,3,32,67,66,74,9,1,51,49,84,39,61,18,,
Full Stack Developer,BE,86,1.5,75,64,1,5,39,90,77,45,100,5,64,54,64,48,82,56,,
Full Stack Developer,MBA,7,3.5,73,95,4,3,40,71,96,43,0,0,37,82,66,51,58,35,,
Full Stack Developer,BTech,44,1.1,85,80,1,4,88,97,49,79,47,0,72,71,89,86,83,41,,
Full Stack Developer,BTech,42,2.5,86,64,3,2,36,91,80,60,83,0,73,60,48,67,92,77,,
Full Stack Developer,BTech,70,0.1,97,81,1,1,32,73,27,54,0,0,46,86,84,18,70,48,,
Full Stack Developer,BCA,38,2.3,56,67,5,3,75,82,80,75,39,0,63,44,63,62,82,39,,
Full Stack Developer,MCA,87,1.0,49,52,4,4,61,90,59,65,7,0,71,53,54,57,57,85,,
Full Stack Developer,MBA,61,1.7,36,65,3,4,73,61,56,57,56,0,85,26,51,68,75,40,,
Full Stack Developer,MBA,87,1.1,100,71,2,4,60,79,59,60,0,1,68,67,43,58,92,39,,
Full Stack Developer,MCA,97,3.7,76,100,0,5,47,96,59,72,0,4,54,100,75,49,89,79,,
Full Stack Developer,BTech,87,0.4,66,68,2,3,52,43,61,97,54,0,60,74,45,97,74,57,,
Full Stack Developer,BSc,47,1.5,78,93,0,2,42,100,31,35,0,0,82,46,55,43,64,50,,
Full Stack Developer,BE,66,1.4,83,72,5,0,58,60,66,47,24,0,93,64,56,87,95,45,,
Full Stack Developer,BTech,72,1.8,64,26,5,0,43,81,47,53,69,0,78,60,72,70,80,39,,
Full Stack Developer,MSc,84,3.7,62,100,0,3,49,100,55,63,0,0,67,52,47,48,85,79,,
Full Stack Developer,MSc,53,1.4,100,56,0,5,85,87,32,48,45,0,88,90,77,60,88,33,,
Full Stack Developer,MSc,82,1.5,49,71,3,7,52,60,50,73,48,5,100,47,58,58,100,53,,
Full Stack Developer,MCA,51,2.8,78,97,3,3,56,81,10,72,79,2,82,70,60,71,76,47,,
Full Stack Developer,BTech,49,3.0,99,91,1,3,62,93,100,38,43,2,75,60,66,65,84,58,,
Full Stack Developer,Diploma,59,6.6,84,100,1,9,88,87,100,100,98,2,85,72,58,58,100,72,,
Full Stack Developer,BSc,71,1.6,100,100,0,5,35,83,53,81,87,0,100,74,38,86,81,78,,
Full Stack Developer,BSc,83,1.4,40,85,1,3,48,99,61,80,53,2,83,40,51,64,80,58,,
Full Stack Developer,BSc,79,2.6,65,100,1,1,50,79,40,35,34,0,35,43,47,68,72,72,,
Full Stack Developer,MBA,65,3.5,100,41,5,6,69,50,60,40,55,5,100,58,57,76,72,99,,
Full Stack Developer,BSc,41,0.5,89,51,6,3,85,66,53,70,0,3,71,63,37,47,69,45,,
Full Stack Developer,MBA,64,0.6,81,79,4,2,66,75,33,62,76,0,68,46,72,91,90,30,,
Full Stack Developer,PhD,81,3.7,75,90,0,1,48,72,18,35,0,0,52,71,60,37,75,62,,
Full Stack Developer,BTech,54,0.9,75,64,3,1,52,60,63,76,0,0,24,63,77,70,88,58,,
Full Stack Developer,MBA,80,0.8,68,100,0,4,74,67,62,53,0,0,74,28,49,87,76,70,,
Full Stack Developer,MCA,87,3.3,74,100,0,4,89,85,39,55,51,1,97,75,39,85,80,66,,
Full Stack Developer,BE,86,0.9,28,100,1,3,25,87,49,42,64,1,83,27,43,72,100,19,,
Full Stack Developer,BTech,86,3.8,57,91,3,6,39,71,70,63,2,4,100,18,48,31,71,68,,
Full Stack Developer,BCA,69,4.1,85,62,3,3,64,90,39,44,64,3,100,72,100,66,64,70,,
Full Stack Developer,BTech,78,0.2,68,62,1,3,75,92,39,57,73,0,81,34,39,83,90,53,,
Full Stack Developer,MCA,63,0.8,88,97,1,3,75,76,49,21,0,0,64,35,86,55,60,54,,
Full Stack Developer,BSc,82,0.9,74,100,4,4,66,76,48,35,0,0,49,65,49,62,47,69,,
Full Stack Developer,MTech,82,1.1,100,87,3,3,42,86,53,78,0,0,61,49,49,69,78,73,,
Full Stack Developer,BTech,49,3.5,70,92,7,4,57,62,28,48,60,1,94,20,58,64,72,45,,
Full Stack Developer,BE,72,1.6,87,83,1,4,54,45,40,51,97,0,35,47,24,62,100,73,,
Full Stack Developer,BTech,37,2.4,80,100,0,4,72,100,64,33,39,4,81,87,63,56,100,35,,
Full Stack Developer,BTech,58,0.7,71,31,4,5,66,60,57,61,78,0,64,71,76,100,79,72,,
Full Stack Developer,BE,21,1.8,58,81,0,5,77,93,54,40,68,1,96,41,48,76,98,13,,
Full Stack Developer,BBA,62,2.0,54,85,0,5,88,100,72,72,0,3,58,78,84,59,80,57,,
Full Stack Developer,BTech,79,0.7,32,100,4,5,100,100,71,77,0,5,71,48,64,61,78,45,,
Full Stack Developer,BTech,50,1.0,55,91,0,5,79,78,28,77,0,0,85,57,36,79,84,45,,
Full Stack Developer,MSc,86,2.3,59,89,1,9,100,72,70,77,0,6,100,72,78,67,75,54,,
Full Stack Developer,BTech,60,0.8,67,72,3,5,65,56,77,41,0,4,100,79,57,48,57,38,,
Full Stack Developer,MTech,96,3.5,87,68,1,5,72,81,61,32,100,2,95,46,73,82,89,56,,
Full Stack Developer,BTech,80,1.2,13,100,0,0,50,77,65,56,31,0,79,20,32,73,92,59,,
